#{"t_start": 1619390084.388164, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
-1323.785743,1000,20.292058
-1184.727692,1000,48.586093
-1020.028746,1000,76.675602
-850.459225,1000,104.671758
-952.288679,1000,132.576752
-650.622898,1000,160.750862
-565.064488,1000,188.657674
-246.024894,1000,216.313082
28.116443,1000,243.851618
255.848712,1000,271.407456
307.389612,1000,299.08344
398.424406,1000,326.795676
569.966991,1000,354.450468
650.937877,1000,382.239666
853.026339,1000,409.729635
859.292312,1000,437.284942
1065.753419,1000,464.743764
1083.906723,1000,492.182739
1240.020148,1000,519.657882
1179.969073,1000,547.203302
1355.524396,1000,574.730819
1482.551784,1000,594.017212
1415.148259,1000,621.565878
1506.483901,1000,649.14176
1598.893349,1000,676.541527
1576.171501,1000,704.054609
1689.748792,1000,731.594353
1747.196036,1000,759.129709
1794.23112,1000,786.603683
1741.337006,1000,813.864689
1898.48569,1000,841.382338
1938.232353,1000,868.908701
1942.964039,1000,896.365231
1974.306732,1000,923.831051
1929.142544,1000,951.234265
2017.825507,1000,978.711648
1971.27672,1000,1006.116219
2064.591163,1000,1033.416698
1989.190198,1000,1060.819986
2203.777514,1000,1088.236302
2252.431395,1000,1115.645377
2206.796157,1000,1143.068209
2294.573455,1000,1162.177199
2302.617007,1000,1189.613672
2299.1391,1000,1217.065958
2242.389521,1000,1244.567953
2320.57937,1000,1272.047439
2260.506666,1000,1299.460657
2298.170597,1000,1326.893683
2399.094069,1000,1354.260875
2374.507853,1000,1381.696208
2372.564388,1000,1409.063712
2376.600664,1000,1436.530902
2478.7204,1000,1464.000071
2441.162185,1000,1491.511326
2400.610469,1000,1518.905143
2463.652875,1000,1546.300262
2449.272395,1000,1573.681525
2429.295141,1000,1601.064344
2402.695499,1000,1628.516273
2509.405287,1000,1655.9359
2504.256909,1000,1683.308571
2461.002652,1000,1710.592452
2541.136421,1000,1729.59193
2332.385111,1000,1757.015075
2539.762052,1000,1784.370278
2455.013396,1000,1811.812208
2466.761815,1000,1839.211333
2551.442994,1000,1866.58341
2485.329342,1000,1894.0154
2541.908235,1000,1921.367086
2642.603193,1000,1949.018226
2650.814984,1000,1976.600799
2586.967488,1000,2003.951487
2491.556247,1000,2031.211466
2611.918848,1000,2058.572676
2601.89943,1000,2085.924111
2583.177599,1000,2113.319955
2574.742992,1000,2140.772691
2581.862907,1000,2168.216249
2538.218147,1000,2195.431115
2637.36213,1000,2222.693726
2620.873351,1000,2250.092184
2674.555846,1000,2277.39753
2652.37772,1000,2304.717515
2525.178107,1000,2323.82236
2696.915251,1000,2351.177782
2705.965337,1000,2378.440575
2573.806986,1000,2405.779789
2725.824352,1000,2433.120126
2536.526772,1000,2460.509242
2649.721821,1000,2487.882047
2616.685916,1000,2515.300234
2672.022114,1000,2542.74225
2748.914916,1000,2569.989634
2677.679548,1000,2597.373094
2517.971702,1000,2624.721133
2683.276225,1000,2652.059083
2742.011708,1000,2679.497126
2715.260585,1000,2706.861828
2629.599874,1000,2734.180434
2551.491666,1000,2761.471231
2658.813556,1000,2788.790288
2734.00298,1000,2816.221071
2709.174526,1000,2843.541561
2720.176621,1000,2870.903444
2581.730692,1000,2889.844602
2676.605552,1000,2917.158059
2688.701755,1000,2944.359137
2681.160918,1000,2971.634615
2729.608599,1000,2998.971726
2647.040805,1000,3026.392762
2568.028326,1000,3053.811091
2792.089071,1000,3081.059219
2521.393906,1000,3108.298136
2684.276056,1000,3135.51724
2619.22707,1000,3162.910201
2647.510027,1000,3190.257921
2714.429978,1000,3217.551291
2820.909182,1000,3244.809826
2779.607191,1000,3272.180042
2713.17363,1000,3299.476995
2718.295822,1000,3326.814149
2815.070545,1000,3354.142131
2730.326416,1000,3381.51786
