#{"t_start": 1619390084.401809, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
-842.335477,1000,20.287123
-1399.184877,1000,48.580462
-1029.906977,1000,76.670241
-729.657829,1000,104.665933
-645.027682,1000,132.570853
-732.084876,1000,160.745076
-329.015476,1000,188.652019
-87.510579,1000,216.308919
-3.736538,1000,243.84564
236.719636,1000,271.401417
329.26016,1000,299.077442
363.172131,1000,326.789656
361.780268,1000,354.447058
723.181328,1000,382.233568
735.019754,1000,409.724011
832.67012,1000,437.278931
906.013456,1000,464.73773
1147.167018,1000,492.176736
1164.977472,1000,519.651986
1287.956095,1000,547.197215
1374.623549,1000,574.724643
1302.552525,1000,594.010983
1397.61934,1000,621.559834
1568.439357,1000,649.13594
1405.866805,1000,676.535449
1580.782892,1000,704.048493
1653.255302,1000,731.588275
1720.05197,1000,759.123564
1761.28193,1000,786.597531
1814.789531,1000,813.85875
1816.10415,1000,841.376262
1830.497171,1000,868.902653
1924.609171,1000,896.359027
1948.718608,1000,923.824843
1919.38745,1000,951.228324
2039.607008,1000,978.705434
2130.273444,1000,1006.110031
2103.640222,1000,1033.41051
2108.076447,1000,1060.813877
2096.788066,1000,1088.230269
2190.877778,1000,1115.639209
2123.587101,1000,1143.062193
2261.121139,1000,1162.171128
1973.232762,1000,1189.609949
2302.518711,1000,1217.059973
2083.947192,1000,1244.561747
2327.750225,1000,1272.041235
2247.281093,1000,1299.454468
2248.739401,1000,1326.887537
2293.327941,1000,1354.254645
2309.489555,1000,1381.690102
2287.807987,1000,1409.057696
2411.426899,1000,1436.524782
2401.078276,1000,1463.993912
2466.808942,1000,1491.505175
2440.734249,1000,1518.899009
2525.597117,1000,1546.294484
2337.205221,1000,1573.675284
2423.271781,1000,1601.058351
2451.283008,1000,1628.511247
2373.470535,1000,1655.929695
2472.923745,1000,1683.302277
2525.051577,1000,1710.586372
2502.434358,1000,1729.585699
2514.186699,1000,1757.008795
2493.098974,1000,1784.364127
2405.971565,1000,1811.806036
2469.17827,1000,1839.205199
2518.338696,1000,1866.577172
2600.855499,1000,1894.009181
2620.622595,1000,1921.360781
2479.08834,1000,1949.012094
2531.212819,1000,1976.595405
2576.394141,1000,2003.945474
2688.913885,1000,2031.205386
2600.460628,1000,2058.566546
2626.770973,1000,2085.917806
2581.451339,1000,2113.313789
2650.744476,1000,2140.766498
2636.532615,1000,2168.210045
2685.237637,1000,2195.424927
2550.308459,1000,2222.687592
2657.060867,1000,2250.086198
2690.969197,1000,2277.391407
2570.996877,1000,2304.711259
2527.157975,1000,2323.816184
2643.6614,1000,2351.171699
2726.96154,1000,2378.434419
2610.977788,1000,2405.773621
2697.442939,1000,2433.113847
2693.186725,1000,2460.503095
2719.418559,1000,2487.875903
2644.7594,1000,2515.293987
2695.979422,1000,2542.736079
2586.253131,1000,2569.983463
2691.495799,1000,2597.366844
2724.335214,1000,2624.714976
2639.767236,1000,2652.052867
2737.453736,1000,2679.491058
2685.874408,1000,2706.855736
2671.401117,1000,2734.174237
2639.543019,1000,2761.46512
2585.145456,1000,2788.784119
2760.062433,1000,2816.215464
2720.837469,1000,2843.535605
2682.140877,1000,2870.897347
2435.348104,1000,2889.838395
2720.642769,1000,2917.151837
2750.116127,1000,2944.352925
2633.706949,1000,2971.628498
2675.370585,1000,2998.965509
2688.6578,1000,3026.387958
2709.159467,1000,3053.80491
2776.176833,1000,3081.053109
2689.194652,1000,3108.292
2508.631338,1000,3135.511052
2635.460017,1000,3162.903961
2727.908329,1000,3190.251774
2771.081266,1000,3217.544993
2708.43832,1000,3244.803543
2740.919586,1000,3272.173792
2757.798666,1000,3299.470884
2700.752182,1000,3326.808052
2643.423558,1000,3354.137591
2662.798432,1000,3381.511571
