#{"t_start": 1619390084.393379, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
-1290.722201,1000,20.289114
-1296.06809,1000,48.583138
-1247.661953,1000,76.672742
-920.36195,1000,104.668806
-609.945506,1000,132.573724
-594.304657,1000,160.747834
-188.25605,1000,188.65478
-91.789237,1000,216.310584
45.84007,1000,243.84861
285.526856,1000,271.40448
160.444348,1000,299.080397
406.945226,1000,326.79266
593.769239,1000,354.447751
666.693646,1000,382.236617
850.720555,1000,409.726553
846.325843,1000,437.281944
822.32821,1000,464.740686
795.050348,1000,492.179767
1016.773797,1000,519.65488
1161.958976,1000,547.200174
1354.054737,1000,574.727769
1298.819361,1000,594.01412
1474.241558,1000,621.562792
1534.070771,1000,649.138766
1331.628663,1000,676.538446
1666.791431,1000,704.051552
1604.308505,1000,731.591293
1680.422447,1000,759.126652
1776.414164,1000,786.600648
1810.791721,1000,813.861677
1851.654056,1000,841.379284
1885.322064,1000,868.90566
1957.80061,1000,896.362143
1953.736068,1000,923.827976
1935.680013,1000,951.231199
2023.244118,1000,978.708541
1929.391097,1000,1006.113106
2169.8992,1000,1033.413587
2099.958075,1000,1060.816911
2128.610116,1000,1088.233257
2251.885184,1000,1115.642316
2236.353332,1000,1143.065139
2325.303959,1000,1162.174099
2152.601833,1000,1189.612095
2203.330961,1000,1217.062865
2194.08308,1000,1244.564866
2122.77516,1000,1272.04434
2363.084849,1000,1299.45759
2328.823629,1000,1326.890683
2284.991284,1000,1354.257793
2350.633243,1000,1381.693127
2325.513011,1000,1409.060639
2306.212723,1000,1436.527781
2390.162586,1000,1463.996933
2415.670161,1000,1491.50824
2323.147397,1000,1518.902057
2449.024918,1000,1546.297491
2428.444458,1000,1573.678466
2413.345184,1000,1601.061239
2363.431808,1000,1628.513218
2452.381856,1000,1655.932802
2518.821754,1000,1683.305453
2484.174113,1000,1710.589479
2494.292121,1000,1729.58882
2511.016616,1000,1757.011956
2478.855013,1000,1784.367195
2542.859075,1000,1811.809132
2552.474913,1000,1839.208269
2472.803461,1000,1866.580306
2546.419964,1000,1894.012384
2544.398067,1000,1921.363971
2600.96602,1000,1949.015166
2492.420457,1000,1976.597806
2612.139999,1000,2003.948444
2633.327457,1000,2031.208429
2506.639522,1000,2058.569639
2480.704032,1000,2085.920975
2513.805957,1000,2113.316855
2516.429412,1000,2140.769645
2685.490939,1000,2168.213194
2583.649564,1000,2195.428007
2636.888654,1000,2222.690698
2614.603669,1000,2250.089147
2629.575528,1000,2277.394478
2671.955308,1000,2304.714409
2570.01915,1000,2323.819271
2546.767997,1000,2351.174692
2556.605828,1000,2378.437499
2653.977047,1000,2405.77668
2669.467497,1000,2433.116983
2617.82816,1000,2460.50613
2582.303456,1000,2487.879021
2695.010586,1000,2515.297108
2680.75564,1000,2542.739181
2707.335612,1000,2569.986529
2661.632928,1000,2597.370005
2618.85505,1000,2624.718039
2595.881959,1000,2652.055997
2681.888157,1000,2679.494075
2712.405499,1000,2706.858803
2661.268881,1000,2734.177306
2732.991197,1000,2761.468155
2744.132789,1000,2788.787229
2730.575738,1000,2816.218194
2668.240283,1000,2843.538485
2478.785861,1000,2870.900343
2652.076174,1000,2889.841499
2773.79971,1000,2917.154987
2759.305361,1000,2944.356053
2776.804939,1000,2971.631503
2696.331344,1000,2998.968636
2758.201673,1000,3026.389711
2771.885723,1000,3053.80802
2729.770685,1000,3081.056192
2754.371605,1000,3108.295045
2653.711192,1000,3135.514114
2661.77226,1000,3162.907071
2651.188679,1000,3190.25486
2677.179051,1000,3217.548149
2800.968493,1000,3244.806698
2817.417014,1000,3272.176904
2675.696501,1000,3299.473928
2757.289369,1000,3326.811092
2749.947262,1000,3354.139017
2775.823538,1000,3381.514736
