#{"t_start": 1619390084.38203, "env_id": "HalfCheetahBulletEnv-v0"}
r,l,t
-1318.124817,1000,20.293625
-1290.422757,1000,48.587579
-1094.634553,1000,76.67693
-932.118736,1000,104.673438
-729.638942,1000,132.578407
-677.289325,1000,160.752337
-351.039929,1000,188.659294
-36.673892,1000,216.313873
76.887149,1000,243.853412
122.13121,1000,271.409255
307.371145,1000,299.085195
180.295049,1000,326.797499
500.027963,1000,354.452221
754.501061,1000,382.241431
653.232934,1000,409.731364
881.587391,1000,437.286761
947.963025,1000,464.745565
1095.868659,1000,492.18451
1157.087991,1000,519.65968
1001.278772,1000,547.205149
1368.861147,1000,574.732576
1476.379622,1000,594.018989
1374.001316,1000,621.567652
1516.832222,1000,649.143587
1504.133229,1000,676.543342
1648.092912,1000,704.056416
1582.765919,1000,731.596205
1725.751335,1000,759.131534
1754.926937,1000,786.60552
1842.070954,1000,813.86651
1846.540239,1000,841.384078
1892.654972,1000,868.910475
1935.155752,1000,896.367035
2016.095575,1000,923.832978
2115.667903,1000,951.236033
2059.54159,1000,978.713478
2105.933219,1000,1006.118043
2140.787192,1000,1033.418579
2089.077806,1000,1060.821792
2064.835147,1000,1088.238098
2125.240246,1000,1115.647082
2116.447718,1000,1143.070007
2253.543096,1000,1162.179002
2255.44693,1000,1189.615481
2304.56345,1000,1217.067842
2355.312515,1000,1244.569805
2211.640763,1000,1272.049267
2338.948549,1000,1299.462519
2376.694845,1000,1326.895556
2357.199812,1000,1354.262534
2230.138834,1000,1381.698055
2396.910857,1000,1409.065524
2176.434442,1000,1436.532729
2445.39469,1000,1464.001941
2326.556655,1000,1491.513162
2462.79074,1000,1518.906992
2372.290949,1000,1546.301921
2436.574113,1000,1573.683442
2388.390317,1000,1601.066181
2458.78854,1000,1628.518052
2506.804632,1000,1655.937695
2428.555551,1000,1683.310379
2333.964639,1000,1710.594422
2476.585196,1000,1729.593797
2570.212727,1000,1757.016966
2472.673118,1000,1784.372115
2510.298165,1000,1811.814062
2468.348397,1000,1839.213008
2557.850199,1000,1866.585281
2522.464512,1000,1894.017287
2584.937559,1000,1921.36898
2529.135796,1000,1949.019725
2543.137783,1000,1976.602606
2572.562324,1000,2003.952894
2518.821957,1000,2031.213272
2645.85611,1000,2058.574432
2599.369326,1000,2085.925971
2642.238804,1000,2113.321828
2601.078834,1000,2140.774546
2452.555766,1000,2168.217995
2597.922417,1000,2195.432937
2628.49493,1000,2222.695543
2712.568409,1000,2250.094061
2663.598083,1000,2277.399375
2629.168383,1000,2304.719034
2634.854453,1000,2323.824142
2525.585961,1000,2351.179651
2619.131696,1000,2378.442419
2704.534756,1000,2405.781625
2669.027516,1000,2433.121992
2540.947945,1000,2460.511107
2602.625049,1000,2487.883904
2651.157305,1000,2515.302168
2761.694482,1000,2542.744093
2739.031375,1000,2569.991576
2513.947893,1000,2597.374954
2679.202535,1000,2624.722929
2720.119048,1000,2652.060744
2705.538915,1000,2679.498958
2690.628273,1000,2706.863708
2690.007541,1000,2734.182211
2658.72143,1000,2761.473002
2723.58398,1000,2788.792105
2702.435068,1000,2816.222523
2584.950149,1000,2843.543384
2766.614668,1000,2870.905305
2752.135901,1000,2889.846342
2588.92129,1000,2917.1599
2738.421018,1000,2944.36088
2731.870661,1000,2971.636441
2751.798781,1000,2998.973613
2693.726278,1000,3026.394339
2713.051318,1000,3053.812903
2752.583894,1000,3081.061106
2640.059219,1000,3108.300003
2679.743147,1000,3135.519094
2725.71991,1000,3162.911927
2797.211151,1000,3190.259818
2659.201437,1000,3217.553148
2693.215218,1000,3244.811646
2748.606999,1000,3272.18189
2672.953379,1000,3299.47883
2705.959229,1000,3326.81597
2655.069994,1000,3354.143958
2662.774313,1000,3381.519672
