#{"t_start": 1619402818.8736901, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
20.21584,20,0.401789
23.461989,23,0.659484
31.584672,32,1.017437
27.461608,28,1.360405
24.157042,20,1.580328
19.656659,13,1.723448
20.026029,15,1.900575
25.046882,23,2.1664
25.689255,21,2.398705
27.451944,20,2.620543
19.672188,13,2.763748
24.177954,21,2.998638
36.856514,32,3.355273
19.969134,15,3.523623
22.457233,17,3.715225
30.119347,26,4.009276
26.579113,22,4.252859
18.16072,15,4.421027
27.057358,28,4.734513
15.807782,9,4.833763
14.109058,14,4.990625
21.835143,16,5.168971
27.979949,24,5.433409
30.015494,27,5.733219
11.276256,6,5.800018
24.937713,18,14.080779
32.571943,28,14.395838
28.911364,26,14.690759
23.050119,25,14.972995
17.752725,11,15.099743
21.240089,15,15.265722
18.850266,12,15.398509
29.798867,22,15.651099
19.882122,16,15.832041
23.69795,19,16.041681
29.408246,32,16.409865
21.368645,15,16.587865
17.502834,13,16.731588
14.88254,9,16.83253
29.9081,32,17.187493
19.85835,13,17.336341
26.269485,23,17.593913
18.191166,11,17.713054
29.404372,41,18.178322
26.427013,22,18.424865
41.949436,42,18.897542
26.740699,19,19.108839
13.94641,8,19.196635
24.153041,17,19.386901
27.28723,22,19.634591
35.462997,29,28.013323
25.085388,27,28.317383
24.004536,20,28.537294
19.025334,12,28.669355
42.290193,40,29.107009
26.230586,27,29.405982
22.136517,15,29.570976
26.925217,28,29.884554
29.810535,25,30.160917
23.231272,19,30.375644
18.007976,16,30.551642
19.048595,14,30.710372
25.392613,24,30.973772
37.977906,44,31.45999
25.255868,21,31.693236
24.387547,21,31.927156
22.282292,24,32.200574
18.988591,12,32.331591
24.250228,20,32.551936
33.990501,34,32.93263
19.100912,12,33.066443
22.974303,19,33.275412
18.140367,10,33.383883
18.259768,12,33.516811
26.889615,26,41.929467
16.897721,11,42.050138
22.987486,22,42.302545
26.808576,27,42.597491
26.81563,24,42.859981
13.677827,10,42.967989
22.09552,16,43.142004
29.005467,39,43.566935
32.171928,32,43.926278
19.775475,17,44.114613
57.252575,56,44.737535
24.030233,23,44.989022
36.696867,43,45.465017
19.488201,12,45.594691
23.777242,23,45.846761
29.121044,28,46.156246
40.121986,45,46.654306
40.142979,42,47.12798
41.516978,52,55.805308
66.657901,60,56.459325
28.405685,27,56.756372
52.140196,67,57.496084
42.467957,60,58.159378
30.90626,31,58.499103
24.405122,23,58.749555
65.527615,68,59.493197
22.104878,23,59.743582
41.593612,42,60.199535
31.37421,37,60.601216
24.76729,22,60.843562
32.98479,28,69.252721
56.416636,70,70.012107
46.41551,52,70.606183
32.998645,33,70.965101
25.883205,66,71.686666
26.039432,54,72.304048
38.198239,67,73.037937
24.535631,56,73.65367
35.453234,56,74.26741
34.957031,35,74.656131
53.199952,50,83.32244
64.178568,53,83.900018
59.126646,68,84.643212
55.170157,61,85.319672
69.887698,75,86.133454
36.256191,43,86.596453
60.172428,84,87.54636
46.205382,56,88.14817
57.974598,65,96.816488
58.800475,67,97.549434
76.148616,88,98.542813
86.484231,86,99.491454
27.152351,29,99.810644
67.263777,69,100.555363
77.785335,82,101.449905
95.787227,115,110.758483
53.835527,66,111.474853
72.947709,93,112.496333
54.167048,120,113.805945
53.760257,44,114.2968
62.158875,56,114.89891
55.177075,53,115.470856
64.341633,56,124.169582
46.175892,43,124.633521
65.920824,55,125.225355
81.556401,80,126.097008
79.631302,72,126.880948
67.658225,64,127.566767
80.818095,84,128.483017
109.455275,112,137.685924
24.111745,31,138.025422
67.986496,72,138.812312
19.306357,18,139.007429
70.163216,63,139.688374
80.67092,64,140.385995
85.294603,82,141.276306
20.039942,70,142.036951
68.013769,57,142.660121
80.462036,71,151.532698
73.939792,77,152.378882
75.02686,73,153.175986
90.092696,130,154.608194
88.447461,82,155.486405
88.794768,82,156.376058
68.412995,54,164.937083
79.810624,71,165.716346
111.920501,136,167.190302
78.44882,66,167.907924
84.410819,66,168.622885
21.88049,28,168.930938
17.137298,14,169.08611
79.023746,82,169.972283
78.453565,65,178.76769
92.097984,82,179.657719
81.744408,73,180.440827
96.903622,101,181.539396
76.889565,73,182.34811
94.637014,96,183.378538
63.236013,59,192.029105
55.891215,49,192.563249
60.236156,48,193.080581
57.550815,55,193.671675
20.620789,22,193.907576
70.856077,76,194.736091
79.928371,67,195.4622
72.630092,56,196.06734
66.965096,61,196.726061
59.927263,65,205.490889
80.497471,69,206.248386
67.336127,64,206.943546
79.816773,66,207.652125
67.403901,55,208.257712
79.323915,74,209.06248
69.175477,55,209.666862
58.926438,55,210.26312
69.843357,71,219.128237
65.960467,65,219.843053
67.799651,69,220.599556
71.833795,62,221.263921
101.634596,87,222.229023
35.466589,65,222.929433
98.254204,88,223.88827
78.170555,64,224.587965
112.457172,107,233.863665
85.534077,75,234.685961
63.04418,52,235.250067
90.250067,76,236.072592
70.89939,63,236.786642
44.461448,77,237.618156
67.935294,54,238.215391
80.973759,81,247.188132
93.670786,84,248.103158
51.417209,49,248.644493
64.981241,57,249.270545
91.260584,77,250.09552
69.743609,60,250.752349
65.586362,60,251.402771
74.882016,63,260.179295
100.262384,85,261.112262
18.861973,22,261.350487
102.074127,86,262.277455
79.500365,69,263.031493
72.933796,69,263.777758
83.174897,76,264.612243
26.340028,89,265.58242
82.052403,68,274.483901
85.913219,73,275.278085
100.944978,96,276.316348
79.498191,63,277.008688
62.784388,53,277.582169
50.01804,49,278.11034
87.426488,85,279.026834
22.369095,23,279.273859
11.551754,53,287.867092
93.672962,89,288.835398
80.857768,75,289.653507
56.389767,53,290.237049
76.840639,64,290.926922
80.833035,102,292.029954
91.412114,78,292.8814
93.760519,71,301.740711
73.655828,64,302.443087
92.241128,81,303.322549
94.986897,91,304.32787
90.274746,69,305.078057
94.191674,86,306.008356
108.115932,112,315.222311
63.227442,49,315.749828
92.662628,68,316.483067
79.928796,81,317.369269
76.009831,77,318.197083
23.535683,78,319.053721
99.857329,95,320.095827
98.494441,96,329.235859
111.573654,113,330.473347
87.791797,78,331.316126
94.299291,77,332.159217
95.702849,81,333.036925
36.465319,52,333.595208
126.934827,128,343.08448
92.357006,77,343.916172
142.665987,133,345.386901
126.754408,169,347.215643
76.366734,65,356.059375
116.837796,106,357.20314
95.179383,80,358.071376
84.117757,76,358.896841
153.659105,149,360.53112
75.860098,65,361.238313
107.209416,102,370.445679
83.182267,66,371.167346
84.246838,81,372.08261
79.279689,67,372.824974
114.558524,119,374.125701
90.521401,163,384.02829
137.664551,133,385.50632
130.030651,123,386.842688
74.884298,76,387.667226
104.94504,92,388.672567
31.351593,32,397.081078
131.382492,115,398.325152
125.426468,116,399.577468
133.769394,120,400.87253
94.940252,87,401.821091
129.274403,127,411.333233
127.430982,115,412.583626
125.445854,115,413.83554
92.538409,80,414.715452
126.278037,114,415.981042
91.813074,81,424.933855
127.315788,114,426.164944
104.745007,88,427.128773
114.687331,100,428.212642
123.394376,132,429.6382
97.856804,90,438.655372
130.374552,116,439.913492
96.956516,95,440.956199
180.230023,184,442.955448
128.999045,119,452.329981
142.707344,149,453.940535
67.813992,71,454.728788
138.786143,143,456.27354
146.274353,146,465.879975
157.970558,166,467.71014
111.373946,107,468.877129
197.312301,194,479.000097
145.787866,146,480.599122
24.973239,19,480.81052
209.178649,201,483.009105
122.556291,114,492.341724
141.593145,122,493.680397
196.569136,207,495.91724
96.650213,113,497.138258
135.107387,135,506.68263
116.500537,123,508.012185
92.263294,88,508.973071
154.030685,167,510.778271
72.786408,59,511.411096
133.014001,111,520.729093
179.816041,165,522.563555
150.419171,131,523.994683
211.427661,252,534.785773
193.411933,193,536.883027
213.719381,203,547.169151
223.281585,219,549.54033
244.429193,214,551.872457
186.537064,172,561.818657
213.413629,174,563.69866
220.856121,193,565.780155
115.554001,105,575.040767
133.770335,142,576.591001
87.946479,72,577.375537
37.515018,127,578.740789
298.373793,248,589.521234
144.358618,127,590.899435
120.0585,94,591.91168
210.524081,195,602.130109
137.949845,124,603.47327
188.645802,168,605.295277
180.511962,146,606.931392
110.025621,99,616.066528
202.292186,171,617.902014
293.47421,241,620.474493
219.369676,211,630.800939
198.07808,154,632.479861
64.719319,59,633.107917
111.637587,97,634.137786
145.752679,124,643.523453
265.415762,236,646.087064
139.060085,119,647.355108
401.893743,322,658.903251
309.416837,263,669.813285
345.566795,255,672.565364
