#{"t_start": 1619402818.8629591, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
17.964481,12,0.317178
19.579372,17,0.50842
24.527098,23,0.763351
17.431954,16,0.94147
19.843407,17,1.135496
19.315297,17,1.354809
16.903738,12,1.486477
22.622253,21,1.718575
25.188337,20,1.950752
13.86745,11,2.076378
18.01321,12,2.217931
24.63414,20,2.43954
29.769106,29,2.75889
36.563436,34,3.139207
21.194929,16,3.316658
17.744826,11,3.438952
20.180242,21,3.676335
33.119093,39,4.116656
26.533002,24,4.379696
19.095794,13,4.529895
33.465307,28,4.839772
13.740141,12,4.97514
24.235385,19,5.18647
30.438764,41,5.638427
21.517604,15,5.805982
26.18075,26,14.177171
24.977528,27,14.482412
20.934442,14,14.642932
24.273547,20,14.86908
25.288223,24,15.139956
19.705233,14,15.295936
25.275741,28,15.611659
32.341546,24,15.882563
22.125674,18,16.082945
21.006233,17,16.278226
19.346919,20,16.511898
31.356534,31,16.860379
16.272003,9,16.964819
22.68158,20,17.181719
21.193713,15,17.353847
21.959729,19,17.564771
26.739066,26,17.855782
13.608902,7,17.936291
16.329264,9,18.039098
23.566555,18,18.240308
23.784532,18,18.44301
29.979908,30,18.781645
37.540793,30,19.114531
24.322638,24,19.380655
22.948386,22,19.630301
28.185321,24,27.954162
37.989991,32,28.312215
12.966615,8,28.400808
23.455593,17,28.586694
32.705559,37,28.99103
38.032857,34,29.368736
17.129435,14,29.521058
27.055854,37,29.934826
24.885657,23,30.190248
18.425675,15,30.359077
29.195213,27,30.660933
41.401615,50,31.216622
27.631259,25,31.490048
16.189658,15,31.654798
20.665515,16,31.832368
44.487145,45,32.337563
22.795371,17,32.524285
19.602089,15,32.694696
24.222726,24,32.962345
20.887776,14,33.117388
17.192626,10,33.227808
35.13565,29,41.650985
47.664518,44,42.162389
27.958822,28,42.471648
25.808243,28,42.781356
24.755115,30,43.104929
42.677315,41,43.551439
15.24346,9,43.65343
26.240685,30,43.987464
28.691901,26,44.281768
31.755547,28,44.589927
25.173924,26,44.874264
29.589323,26,45.159967
28.606927,27,45.460042
53.141725,46,45.962597
26.039629,24,46.228797
29.738996,24,46.492293
37.731074,47,47.01157
18.518056,17,47.213134
38.720934,64,56.020456
34.382026,35,56.40086
47.043167,45,56.894622
27.43759,29,57.21672
35.049953,34,57.59321
32.34117,25,57.870491
34.009996,40,58.309036
45.817732,41,58.755443
22.950702,18,58.951975
43.658721,44,59.432455
32.332011,29,59.749559
22.009642,19,59.958831
59.629623,50,60.498515
51.583038,72,69.389394
66.809852,63,70.074098
45.437887,69,70.851546
29.384231,38,71.263623
56.212611,56,71.89662
46.703447,54,72.496979
44.238214,51,73.055664
59.726044,47,73.572032
39.449058,43,74.044518
28.868106,32,74.397454
17.673723,16,74.572104
66.221585,74,83.500163
38.951588,38,83.917883
48.056721,59,84.560825
48.457563,51,85.12801
51.136001,88,86.086888
55.066799,56,86.689148
66.372307,74,87.530794
55.820329,59,88.165714
71.305375,70,96.888277
73.532701,76,97.723426
20.297416,17,97.917452
67.248883,70,98.702763
62.489777,56,99.314513
63.052314,56,99.935608
86.472254,76,100.75404
93.767634,87,101.705429
82.645705,75,110.580231
29.340528,49,111.112359
35.059642,66,111.827337
75.648443,62,112.513961
23.650555,21,112.753903
49.412384,48,113.27712
76.793272,78,114.12398
86.970664,100,115.207803
57.680829,70,124.054542
40.947499,111,125.253414
61.450241,83,126.157075
82.605024,75,126.972373
57.020689,50,127.509477
55.109272,64,128.207053
75.59398,113,137.420087
27.192845,32,137.77165
73.912996,77,138.611109
71.502068,63,139.291912
75.847234,65,140.002935
95.96892,95,141.035899
22.645863,18,141.22862
72.300008,64,141.923348
49.604855,48,142.447188
70.14505,68,151.288176
51.876669,49,151.822224
84.78219,81,152.711945
68.416574,68,153.452551
71.918753,73,154.263124
