#{"t_start": 1619386317.2326982, "env_id": "AntBulletEnv-v0"}
r,l,t
461.715519,1000,22.478327
514.162457,1000,54.911322
482.596629,1000,85.958811
515.597467,1000,116.780725
504.181005,1000,147.508822
499.932539,1000,178.459433
538.268936,1000,209.429353
541.02701,1000,239.872965
587.895468,1000,270.340084
592.90308,1000,300.476953
552.333612,1000,330.608991
668.746439,1000,360.362128
734.381602,1000,390.169365
760.63569,1000,420.042974
758.588684,1000,449.804719
818.821949,1000,479.622229
901.019266,1000,509.518922
910.548383,1000,539.586511
916.522339,1000,569.458376
935.019476,1000,612.60873
1082.49185,1000,645.010869
1052.453471,1000,667.694146
1104.239125,1000,703.484786
1049.16417,1000,737.268084
1118.269595,1000,770.000709
1117.464314,1000,804.01186
1182.482394,1000,835.082033
1285.04057,1000,866.622019
1230.721906,1000,899.937353
1427.783627,1000,930.935
1421.697838,1000,961.159621
1466.050998,1000,991.815702
1510.091906,1000,1022.523194
1546.647596,1000,1053.404453
1536.623254,1000,1095.779669
1670.235513,1000,1130.623207
1672.05601,1000,1161.197598
1585.215645,1000,1193.360548
1675.239734,1000,1224.012738
1727.893801,1000,1254.565718
1754.734564,1000,1284.861417
1787.413953,1000,1315.285099
1820.766648,1000,1336.739449
1795.003515,1000,1366.697367
1809.335527,1000,1396.534142
1918.683658,1000,1426.37403
1861.69886,1000,1456.138522
1835.031432,1000,1485.951977
1920.197926,1000,1515.780523
1916.650681,1000,1545.561251
1842.291115,1000,1575.428358
2031.021245,1000,1605.24349
1859.158992,1000,1635.207491
2003.179609,1000,1665.059348
2025.260371,1000,1695.048514
1973.073946,1000,1724.887589
2044.76863,1000,1754.685173
2050.494247,1000,1784.483635
2043.433226,1000,1814.376038
2048.186264,1000,1844.295064
2162.74131,1000,1874.067207
2093.083677,1000,1903.827522
2143.350942,1000,1933.52694
2111.890491,1000,1954.804172
2106.154655,1000,1984.601013
2054.968228,1000,2014.341414
2042.083021,1000,2044.067117
2108.190253,1000,2073.796189
2245.257872,1000,2103.536704
2106.929976,1000,2133.371903
2237.992406,1000,2163.083605
2211.193291,1000,2192.785873
2143.95227,1000,2222.497334
2250.081331,1000,2252.192998
2199.953094,1000,2282.050795
2243.267345,1000,2311.74865
2252.250305,1000,2341.581005
2267.43887,1000,2371.278554
2226.878977,1000,2400.835568
2297.006853,1000,2430.618309
2121.126692,1000,2460.974192
2316.652179,1000,2490.815386
2238.850674,1000,2520.571894
2276.395221,1000,2550.30998
2353.859279,1000,2580.034759
2327.567446,1000,2601.284163
2433.448866,1000,2630.884595
2380.705163,1000,2660.549721
2179.944683,1000,2690.274115
2272.067774,1000,2719.936203
2476.057497,1000,2749.619617
2378.982884,1000,2779.323885
2454.645073,1000,2809.051392
2462.871877,1000,2838.740464
2536.989171,1000,2868.423496
2359.182272,1000,2898.101128
2466.175501,1000,2927.712122
2448.415457,1000,2957.416557
2513.789784,1000,2986.990209
2570.287739,1000,3016.661369
2473.443281,1000,3046.372034
2481.331326,1000,3075.950347
2452.483621,1000,3105.599327
2617.095527,1000,3135.256311
2541.547433,1000,3164.918092
2559.523311,1000,3194.506523
2645.997959,1000,3215.653128
2530.760241,1000,3245.368631
2647.004549,1000,3274.943453
2655.218801,1000,3305.254974
2674.75265,1000,3334.896535
2674.199837,1000,3364.523014
2648.18478,1000,3394.087023
2626.032706,1000,3423.649442
2647.494312,1000,3453.174135
2689.690584,1000,3482.700619
2765.881375,1000,3512.281955
2648.220896,1000,3541.777328
2720.409536,1000,3571.391094
2753.490364,1000,3600.966177
2731.693651,1000,3630.593124
2830.007849,1000,3660.09096
2630.170097,1000,3689.701543
2762.244926,1000,3719.41489
2764.085243,1000,3749.214078
