#{"t_start": 1619386317.221677, "env_id": "AntBulletEnv-v0"}
r,l,t
471.305621,1000,22.479845
453.784389,1000,54.911768
469.20655,1000,85.960441
525.517315,1000,116.78135
491.357735,1000,147.510307
494.340688,1000,178.459738
572.372717,1000,209.431346
547.962444,1000,239.874852
535.673333,1000,270.341937
581.384142,1000,300.478813
626.446827,1000,330.610817
682.135453,1000,360.363843
675.874825,1000,390.171305
516.056987,1000,420.044931
842.860498,1000,449.806408
797.22192,1000,479.624092
799.727949,1000,509.520747
868.902787,1000,539.587964
893.342799,1000,569.459372
998.508099,1000,612.607593
1070.034171,1000,645.012417
735.75857,1000,667.695973
650.549143,1000,703.470394
1094.829776,1000,737.268496
1112.840524,1000,770.002509
1223.094455,1000,804.013723
1235.86732,1000,835.08238
1266.643453,1000,866.621618
1379.202896,1000,899.935136
1366.270037,1000,930.935813
1456.828117,1000,961.161346
1424.428917,1000,991.81606
1490.193185,1000,1022.524414
1503.190341,1000,1053.406218
1473.759831,1000,1095.781364
1593.753461,1000,1130.624363
1580.766065,1000,1161.199687
1628.48935,1000,1193.362781
1700.721219,1000,1224.014649
1756.578865,1000,1254.565952
1731.519099,1000,1284.863487
1778.35476,1000,1315.287078
1771.321211,1000,1336.741664
1820.559252,1000,1366.699426
1867.742172,1000,1396.536266
1899.581763,1000,1426.376164
1877.282575,1000,1456.140522
1827.041768,1000,1485.954094
1996.655234,1000,1515.782534
1923.180201,1000,1545.563322
1949.89621,1000,1575.430494
1911.17205,1000,1605.244681
2016.695138,1000,1635.209452
2002.291613,1000,1665.06149
2034.165603,1000,1695.050533
1941.013755,1000,1724.8895
2072.768617,1000,1754.68709
2053.385762,1000,1784.485817
2041.09707,1000,1814.378169
2090.946579,1000,1844.297154
2061.474555,1000,1874.069087
2117.209702,1000,1903.829735
2124.14615,1000,1933.528922
2118.836794,1000,1954.806281
2131.729316,1000,1984.603052
2103.941193,1000,2014.34358
2248.257189,1000,2044.069137
2192.540737,1000,2073.798226
2160.131117,1000,2103.538778
2146.88899,1000,2133.37412
2170.015149,1000,2163.085728
2200.0771,1000,2192.787998
2145.370005,1000,2222.49955
2168.945109,1000,2252.194971
2214.488061,1000,2282.052923
2242.940929,1000,2311.750824
2320.493845,1000,2341.583119
2208.543967,1000,2371.280515
2296.783016,1000,2400.837815
2307.362062,1000,2430.620395
2297.476915,1000,2460.976347
2374.056385,1000,2490.817267
2142.626345,1000,2520.573993
2281.030062,1000,2550.312016
2310.203304,1000,2580.036851
2353.73567,1000,2601.286381
2374.768649,1000,2630.886806
2402.945421,1000,2660.551731
2439.302782,1000,2690.276221
2066.631582,1000,2719.938345
2436.390413,1000,2749.621723
2537.119365,1000,2779.325942
2494.407063,1000,2809.053467
2409.555512,1000,2838.742679
2478.144311,1000,2868.425635
1118.545539,1000,2898.103197
2432.084418,1000,2927.714319
2396.828784,1000,2957.418585
2549.173161,1000,2986.992193
2513.282764,1000,3016.663325
2502.451774,1000,3046.374288
2431.637825,1000,3075.952564
2490.35375,1000,3105.601369
2587.906638,1000,3135.258284
2493.665556,1000,3164.920159
2669.765556,1000,3194.508666
2518.035228,1000,3215.655243
2630.102139,1000,3245.37078
2575.960341,1000,3274.94554
2627.183839,1000,3305.257091
2640.399903,1000,3334.898768
2522.117797,1000,3364.525246
2645.456796,1000,3394.088618
2769.679156,1000,3423.651542
2756.379633,1000,3453.176324
2712.685849,1000,3482.702699
2681.833744,1000,3512.284137
2639.01653,1000,3541.779592
2688.393094,1000,3571.393153
2799.05439,1000,3600.968306
2710.714712,1000,3630.595188
2607.895602,1000,3660.093112
2693.497396,1000,3689.703592
2718.282542,1000,3719.416881
2761.840407,1000,3749.2163
