#{"t_start": 1619386317.2264671, "env_id": "AntBulletEnv-v0"}
r,l,t
460.449779,1000,22.479163
500.035421,1000,54.911477
491.725504,1000,85.959591
359.432213,1000,116.780516
483.644343,1000,147.509866
540.223929,1000,178.459712
557.624244,1000,209.43045
528.627779,1000,239.87405
546.051806,1000,270.341166
596.870106,1000,300.478005
606.457466,1000,330.610028
591.537125,1000,360.36302
688.709795,1000,390.170411
667.914605,1000,420.044091
778.561989,1000,449.805771
816.035315,1000,479.623217
820.184104,1000,509.519927
595.855643,1000,539.587608
706.686676,1000,569.459074
946.149653,1000,612.608893
1002.978436,1000,645.011781
861.748435,1000,667.695213
1156.182712,1000,703.477567
1018.371939,1000,737.268584
1162.28981,1000,770.001844
1165.36678,1000,804.013051
1268.828763,1000,835.082636
1344.496076,1000,866.621344
1285.538479,1000,899.936196
1265.535729,1000,930.935591
1394.64746,1000,961.160462
1351.270968,1000,991.816355
1400.367768,1000,1022.523866
1517.01745,1000,1053.405375
1554.9775,1000,1095.780585
1617.912649,1000,1130.623497
1566.256511,1000,1161.198812
1642.516175,1000,1193.361799
1710.393663,1000,1224.013846
1645.233402,1000,1254.56602
1734.535223,1000,1284.862632
1796.720173,1000,1315.286157
1786.152786,1000,1336.74074
1814.104963,1000,1366.698527
1808.064212,1000,1396.535362
1803.102871,1000,1426.375255
1861.879811,1000,1456.139702
1912.967603,1000,1485.953197
1924.432954,1000,1515.781694
1986.11909,1000,1545.562445
1922.313277,1000,1575.429635
1926.950628,1000,1605.244296
2063.938252,1000,1635.208628
2034.823743,1000,1665.060592
1988.7449,1000,1695.049701
1993.590808,1000,1724.888696
2040.240623,1000,1754.686387
1942.289988,1000,1784.4849
2132.697122,1000,1814.377279
2077.781515,1000,1844.296257
2066.408076,1000,1874.068413
2111.134118,1000,1903.828803
2160.983831,1000,1933.528205
2098.913923,1000,1954.805403
2161.397001,1000,1984.602101
2022.987857,1000,2014.342668
2195.806794,1000,2044.068208
2179.927197,1000,2073.797365
2026.379662,1000,2103.5379
2152.579057,1000,2133.373164
2164.806925,1000,2163.084828
2166.816127,1000,2192.787142
2127.234283,1000,2222.498633
2214.612239,1000,2252.194086
2311.523112,1000,2282.052037
2281.489163,1000,2311.749892
2220.764109,1000,2341.582202
2245.210883,1000,2371.279784
2232.524702,1000,2400.836864
2385.24028,1000,2430.61949
2314.20584,1000,2460.975465
2367.168293,1000,2490.816408
2223.197392,1000,2520.573099
2306.141068,1000,2550.311145
2242.995947,1000,2580.035965
2368.423793,1000,2601.28542
2350.946441,1000,2630.885935
2425.045678,1000,2660.550836
2471.243632,1000,2690.275335
2466.403207,1000,2719.937433
2359.271829,1000,2749.620861
2451.546163,1000,2779.325079
2128.509539,1000,2809.052601
2486.843134,1000,2838.74175
2482.746566,1000,2868.42472
2376.504475,1000,2898.102267
2510.166064,1000,2927.713399
2384.425748,1000,2957.417717
2512.634523,1000,2986.991397
2530.233977,1000,3016.66238
2486.063634,1000,3046.373304
2483.54167,1000,3075.951653
2558.169345,1000,3105.600621
2575.568076,1000,3135.257526
2598.528273,1000,3164.919289
2503.66677,1000,3194.50783
2525.426098,1000,3215.654346
2582.937833,1000,3245.369903
2565.886629,1000,3274.944624
2585.624372,1000,3305.25623
2731.244999,1000,3334.897844
2619.716034,1000,3364.524287
2623.628173,1000,3394.087999
2706.843741,1000,3423.650675
2737.722368,1000,3453.175405
2734.98947,1000,3482.701782
2717.831889,1000,3512.28323
2611.996233,1000,3541.778654
2670.042337,1000,3571.39227
2771.613375,1000,3600.967422
2814.832621,1000,3630.594338
2781.289741,1000,3660.092207
2689.730176,1000,3689.702733
2763.143477,1000,3719.416035
2754.014433,1000,3749.215398
