#{"t_start": 1619386317.2311392, "env_id": "AntBulletEnv-v0"}
r,l,t
495.875854,1000,22.478506
459.647753,1000,54.911274
513.639179,1000,85.959081
537.168849,1000,116.779749
489.532076,1000,147.50911
486.490199,1000,178.45932
525.085363,1000,209.429631
598.645137,1000,239.873245
566.56642,1000,270.340359
585.219137,1000,300.477194
591.189799,1000,330.609294
619.984504,1000,360.362368
679.613709,1000,390.169641
558.079445,1000,420.043274
785.928405,1000,449.804964
862.668106,1000,479.622409
928.21332,1000,509.519152
737.467228,1000,539.586805
890.589917,1000,569.45857
971.398888,1000,612.608739
941.646684,1000,645.011092
1114.928831,1000,667.6944
1053.958395,1000,703.482535
1104.571566,1000,737.26825
1135.559474,1000,770.001007
1238.769106,1000,804.012182
1267.536967,1000,835.082197
1188.695661,1000,866.622147
846.01407,1000,899.937401
1308.3431,1000,930.935119
1211.145203,1000,961.159886
1395.642819,1000,991.815829
1509.626065,1000,1022.523389
1495.598555,1000,1053.404582
1619.056348,1000,1095.779963
1615.045741,1000,1130.623445
1658.74777,1000,1161.197896
1645.459371,1000,1193.360869
1752.007121,1000,1224.013064
1713.924936,1000,1254.565758
1771.107692,1000,1284.861714
1736.546375,1000,1315.285398
1792.655029,1000,1336.739779
1790.398409,1000,1366.697669
1715.589061,1000,1396.534456
1909.811697,1000,1426.374345
1888.127537,1000,1456.138836
1940.145411,1000,1485.952288
1885.538936,1000,1515.780836
1889.137832,1000,1545.561578
1871.675025,1000,1575.42866
2013.774824,1000,1605.243674
2056.273662,1000,1635.207766
1954.242715,1000,1665.059678
2007.993949,1000,1695.048808
1914.466425,1000,1724.887887
2049.773947,1000,1754.685505
2086.141432,1000,1784.48395
2075.476255,1000,1814.376352
2112.774808,1000,1844.295363
2095.325058,1000,1874.067519
2078.693913,1000,1903.827856
2172.652911,1000,1933.527281
2109.562802,1000,1954.804487
2153.314625,1000,1984.601299
2154.579792,1000,2014.341717
2079.881445,1000,2044.067394
2189.02773,1000,2073.796494
2198.090925,1000,2103.537024
2142.039844,1000,2133.372214
2238.263967,1000,2163.083911
2213.462463,1000,2192.786208
2179.910553,1000,2222.497663
2188.64762,1000,2252.193185
2237.947488,1000,2282.051089
2235.864731,1000,2311.74897
2236.241187,1000,2341.581305
2215.54251,1000,2371.278869
2324.001438,1000,2400.835888
2305.547465,1000,2430.618603
2202.151547,1000,2460.974528
2351.64481,1000,2490.815594
2324.902289,1000,2520.572208
2438.986313,1000,2550.310251
2292.586774,1000,2580.035095
2292.636216,1000,2601.284491
2406.003616,1000,2630.88492
2355.232345,1000,2660.55001
2434.97332,1000,2690.274447
2316.346327,1000,2719.936503
2400.327172,1000,2749.619927
2478.359906,1000,2779.324178
2368.295442,1000,2809.051724
2445.240898,1000,2838.740801
2512.839538,1000,2868.423806
2478.25582,1000,2898.101421
2473.945647,1000,2927.712475
2278.402875,1000,2957.416855
2517.036223,1000,2986.990535
2419.343956,1000,3016.661448
2541.793508,1000,3046.372367
2519.418706,1000,3075.950679
2660.953708,1000,3105.599649
2576.691041,1000,3135.256583
2576.334679,1000,3164.91839
2589.999187,1000,3194.506881
2615.06393,1000,3215.653443
2559.937476,1000,3245.36898
2602.694853,1000,3274.943753
2605.087066,1000,3305.25529
2661.011701,1000,3334.896858
2729.097719,1000,3364.523341
2698.334443,1000,3394.087304
2666.377108,1000,3423.64974
2712.452153,1000,3453.174463
2673.68892,1000,3482.70092
2634.53407,1000,3512.282289
2805.856581,1000,3541.777691
2626.553449,1000,3571.391414
2727.740815,1000,3600.966488
2730.11835,1000,3630.593442
2765.234405,1000,3660.091261
2650.830609,1000,3689.701844
2705.241007,1000,3719.415192
2742.800667,1000,3749.214419
