#{"t_start": 1619393481.239029, "env_id": "HopperBulletEnv-v0"}
r,l,t
20.275364,8,0.229521
21.343995,7,0.287673
20.452794,11,0.379203
23.702485,9,0.451281
24.505886,13,0.590276
20.87948,8,0.661238
27.222774,12,0.766773
32.716361,15,0.887308
23.963749,33,1.155862
27.765224,14,1.277219
28.206387,13,1.38268
23.424674,10,1.463659
23.701739,12,1.558982
15.076099,6,1.608531
27.230923,12,1.705678
21.30767,7,1.764556
26.418785,10,1.854223
39.670264,29,2.089557
25.486348,13,2.195092
25.037774,9,2.267858
21.173879,8,2.334036
26.809139,13,2.439212
20.160989,6,2.488775
22.100517,8,2.554245
24.518905,10,2.633585
24.290217,9,2.70795
25.41343,14,2.822526
28.705403,20,2.987067
33.143381,16,3.114541
32.968334,27,3.335328
33.834829,18,3.478292
31.460766,17,3.616621
29.331124,14,3.730435
33.514361,18,3.8779
28.335851,13,3.982385
22.017594,13,4.089056
29.25022,13,4.193267
27.142127,11,4.282025
22.596208,8,4.346776
28.628314,13,11.511088
28.023544,11,11.601794
22.647818,10,11.684022
31.135034,16,11.815596
25.36414,13,11.922715
27.728381,14,12.035721
44.555602,28,12.260741
20.222439,6,12.309608
26.710339,18,12.456259
28.724807,15,12.579571
27.747732,14,12.692683
30.166374,15,12.823798
24.210786,9,12.898083
26.923083,12,12.996296
26.62408,12,13.094216
40.200832,23,13.280034
30.520279,15,13.404105
27.114914,12,13.501774
23.215277,10,13.584332
23.906231,12,13.679947
29.792719,14,13.794379
27.152209,12,13.890821
22.857342,8,13.956994
16.678454,5,13.998456
24.082184,9,14.072043
23.005613,10,14.152764
19.175056,6,14.20169
21.931622,9,14.273166
21.040144,7,14.330813
27.085809,11,14.422231
28.787024,15,14.545369
40.026228,25,14.750838
23.497883,8,14.81637
27.24571,12,14.919004
23.921644,8,14.98397
23.238077,9,15.063413
25.32596,13,15.169441
24.421497,11,15.25741
49.796252,32,15.516412
27.159501,12,15.615077
29.283841,16,22.819272
32.674588,22,22.99735
36.644652,22,23.17506
42.795018,28,23.402026
28.512154,15,23.523873
47.956169,27,23.742893
25.403347,10,23.822795
26.889629,15,23.942183
29.052016,20,24.101817
22.410797,8,24.167933
28.763466,17,24.305229
26.311027,12,24.403086
29.86651,14,24.514962
28.543534,14,24.627345
21.506481,14,24.741793
41.030573,25,24.944133
33.393849,19,25.095696
21.391179,7,25.153113
22.734517,9,25.224963
29.98341,13,25.329573
41.912173,23,25.51317
38.619404,22,25.688637
60.821334,63,26.198071
32.112483,18,26.343441
29.979414,15,26.464359
27.420138,14,26.576823
33.812771,20,26.737003
29.920897,20,33.957886
25.643809,11,34.045671
38.097936,25,34.245506
29.091974,12,34.340465
28.375284,20,34.50966
30.140328,16,34.644158
24.969776,10,34.724635
28.498998,16,34.852542
28.091461,14,34.96546
40.616435,27,35.183399
25.058049,12,35.27702
33.676457,21,35.447638
31.672174,18,35.588917
29.234514,17,35.724716
29.902565,21,35.888427
17.101103,7,35.943206
28.078901,18,36.085269
43.318617,32,36.338959
29.391726,18,36.482808
25.662459,11,36.569668
39.852574,26,36.774154
25.695177,11,36.860755
49.396331,39,37.1698
24.565251,12,37.265355
26.776938,15,37.388649
33.330614,23,37.582363
30.517136,14,37.692724
60.378039,40,45.08793
49.907338,32,45.341478
54.801715,46,45.705646
32.053133,20,45.862132
30.96602,21,46.025416
24.248063,11,46.114471
43.943481,27,46.325754
53.31695,34,46.594734
26.996062,19,46.744359
63.938066,55,47.176638
35.742317,26,47.379614
38.64903,25,47.579838
47.298835,34,47.856419
17.635142,9,47.931898
25.786191,14,48.054074
37.129902,30,48.290752
24.618207,10,48.369708
41.140342,30,48.609173
21.814601,16,48.733914
