#{"t_start": 1619393481.2203012, "env_id": "HopperBulletEnv-v0"}
r,l,t
26.282058,13,0.283952
20.25701,8,0.349658
36.164573,22,0.553333
27.950826,13,0.673726
33.224719,21,0.85307
22.019566,10,0.934153
29.054798,19,1.089492
35.64358,20,1.257338
29.128859,13,1.362908
32.230746,29,1.596703
28.619778,13,1.702576
43.557063,26,1.925564
24.492386,10,2.006387
21.26307,7,2.06205
22.887854,10,2.14341
20.106247,8,2.208331
40.168229,24,2.404834
28.784386,12,2.501179
31.646684,18,2.646854
27.216219,15,2.769867
23.404292,9,2.844251
19.460337,6,2.894343
33.62814,19,3.047824
24.083202,11,3.13615
28.233932,13,3.241598
21.571146,8,3.307069
23.015154,9,3.380377
39.282586,26,3.589234
18.358802,8,3.654232
29.001127,13,3.760075
23.992624,8,3.825693
23.277161,8,3.890473
24.840703,10,3.971851
30.142434,16,4.101594
30.100728,13,4.206184
26.660939,12,4.30362
20.834444,8,4.368435
26.310632,11,11.516138
23.264116,8,11.582866
31.132278,16,11.713224
21.568074,7,11.769634
21.964523,12,11.870764
18.920306,7,11.926565
23.592326,8,11.99133
34.811215,19,12.145367
30.382473,13,12.249204
21.829436,8,12.314895
24.160318,10,12.397007
24.124139,8,12.461295
25.352488,10,12.544105
25.548999,10,12.625301
20.837653,8,12.689356
23.174201,10,12.772391
22.674508,9,12.853263
26.646743,17,12.993384
32.252923,23,13.182237
27.434824,13,13.285729
22.391629,8,13.35099
22.923709,9,13.425766
26.281389,11,13.514284
23.695361,10,13.597208
19.677147,6,13.644854
25.252783,11,13.734339
35.434631,23,13.921611
25.178492,11,14.011433
26.080611,12,14.109802
29.137584,15,14.232
22.428021,8,14.294769
24.619911,10,14.378045
25.176979,9,14.451977
37.939858,21,14.625426
33.0343,18,14.772657
23.247634,9,14.846163
20.112376,6,14.894941
20.656489,7,14.957337
17.058285,6,15.010639
19.57391,7,15.068387
18.400464,6,15.117385
22.313613,12,15.214596
34.646287,18,15.360167
23.162112,9,15.43382
38.199253,25,15.636696
22.298485,10,22.792237
34.774214,19,22.945496
31.143052,14,23.059514
32.926456,18,23.204233
32.667525,18,23.350413
28.68522,15,23.472255
24.420426,9,23.545654
21.162851,9,23.620715
25.9012,17,23.756136
26.324404,19,23.907156
